SampleID	Distance_Bin	N_Bin	N_Total	Freq	Bin_Lower	Bin_Mid	Bin_Upper
4DNFINSKEZND	(-4.75e+04,-4.25e+04]	2715	207659	0.0130743189555955	-47500	-45000	-42500
4DNFINSKEZND	(-4.25e+04,-3.75e+04]	2766	207659	0.0133199138973028	-42500	-40000	-37500
4DNFINSKEZND	(-3.75e+04,-3.25e+04]	3019	207659	0.0145382574316548	-37500	-35000	-32500
4DNFINSKEZND	(-3.25e+04,-2.75e+04]	3347	207659	0.0161177699979293	-32500	-30000	-27500
4DNFINSKEZND	(-2.75e+04,-2.25e+04]	3561	207659	0.0171483056356816	-27500	-25000	-22500
4DNFINSKEZND	(-2.25e+04,-1.75e+04]	3694	207659	0.0177887787189575	-22500	-20000	-17500
4DNFINSKEZND	(-1.75e+04,-1.25e+04]	4004	207659	0.0192816107175706	-17500	-15000	-12500
4DNFINSKEZND	(-1.25e+04,-7.5e+03]	4199	207659	0.0202206502005692	-12500	-10000	-7500
4DNFINSKEZND	(-7.5e+03,-2.5e+03]	4445	207659	0.0214052846252751	-7500	-5000	-2500
4DNFINSKEZND	(-2.5e+03,2.5e+03]	4942	207659	0.0237986314101484	-2500	0	2500
4DNFINSKEZND	(2.5e+03,7.5e+03]	4260	207659	0.0205144010131995	2500	5000	7500
4DNFINSKEZND	(7.5e+03,1.25e+04]	4194	207659	0.0201965722651077	7500	10000	12500
4DNFINSKEZND	(1.25e+04,1.75e+04]	3919	207659	0.0188722858147251	12500	15000	17500
4DNFINSKEZND	(1.75e+04,2.25e+04]	3642	207659	0.0175383681901579	17500	20000	22500
4DNFINSKEZND	(2.25e+04,2.75e+04]	3495	207659	0.0168304768875898	22500	25000	27500
4DNFINSKEZND	(2.75e+04,3.25e+04]	3297	207659	0.0158769906433143	27500	30000	32500
4DNFINSKEZND	(3.25e+04,3.75e+04]	3176	207659	0.0152943046051459	32500	35000	37500
4DNFINSKEZND	(3.75e+04,4.25e+04]	2785	207659	0.0134114100520565	37500	40000	42500
4DNFINSKEZND	(4.25e+04,4.75e+04]	2600	207659	0.0125205264399809	42500	45000	47500
4DNFINSKEZND	(4.75e+04,5.25e+04]	2552	207659	0.0122893782595505	47500	50000	52500
4DNFINSKEZND	(5.25e+04,5.75e+04]	2462	207659	0.0118559754212435	52500	55000	57500
