Sample1	Sample2	Window	N_Int	Total	Frac
PCa51852	PCa19121	7	3990	4745	0.840885142255005
PCa51852	PCa19121	8	3673	4278	0.858578775128565
PCa51852	PCa19121	9	3426	3978	0.861236802413273
PCa51852	PCa19121	10	3176	3668	0.865866957470011
PCa51852	PCa19121	11	2971	3410	0.871260997067449
PCa51852	PCa19121	12	2789	3187	0.875117665516159
PCa51852	PCa19121	13	2629	2993	0.878382893417975
PCa51852	PCa19121	14	2462	2834	0.868736767819337
PCa51852	PCa19121	15	2320	2682	0.865026099925429
PCa51852	PCa19121	16	2250	2555	0.880626223091977
PCa51852	PCa19121	17	2105	2439	0.863058630586306
PCa51852	PCa19121	18	2027	2313	0.876351059230437
PCa51852	PCa19121	19	1934	2204	0.877495462794918
PCa51852	PCa19121	20	1827	2116	0.863421550094518
PCa51852	PCa19121	21	1731	2036	0.850196463654224
PCa51852	PCa19121	22	1705	1969	0.865921787709497
PCa51852	PCa19121	23	1647	1910	0.862303664921466
PCa51852	PCa19121	24	1585	1860	0.852150537634409
PCa51852	PCa19121	25	1533	1773	0.864636209813875
PCa51852	PCa19121	26	1483	1737	0.853770869314911
PCa51852	PCa19121	27	1436	1684	0.852731591448931
PCa51852	PCa19121	28	1404	1643	0.85453438831406
PCa51852	PCa19121	29	1373	1604	0.855985037406484
PCa51852	PCa19121	30	1339	1579	0.848005066497784
PCa51852	PCa3023	3	4764	6782	0.702447655558832
PCa51852	PCa3023	4	4941	6368	0.775910804020101
PCa51852	PCa3023	5	4683	5764	0.812456627342124
PCa51852	PCa3023	6	4378	5240	0.835496183206107
PCa51852	PCa3023	7	4032	4745	0.849736564805058
PCa51852	PCa3023	8	3711	4278	0.867461430575035
PCa51852	PCa3023	9	3448	3978	0.866767219708396
PCa51852	PCa3023	10	3175	3668	0.865594329334787
PCa51852	PCa3023	11	2938	3410	0.86158357771261
PCa51852	PCa3023	12	2766	3187	0.867900847191716
PCa51852	PCa3023	13	2624	2993	0.876712328767123
PCa51852	PCa3023	14	2471	2834	0.871912491178546
PCa51852	PCa3023	15	2314	2682	0.862788963460104
PCa51852	PCa3023	16	2238	2555	0.875929549902153
PCa51852	PCa3023	17	2095	2439	0.858958589585896
PCa51852	PCa3023	18	2005	2313	0.866839602248163
PCa51852	PCa3023	19	1904	2204	0.863883847549909
PCa51852	PCa3023	20	1798	2116	0.849716446124764
PCa51852	PCa3023	21	1727	2036	0.848231827111984
PCa51852	PCa3023	22	1696	1969	0.86135093956323
PCa51852	PCa3023	23	1607	1910	0.841361256544503
PCa51852	PCa3023	24	1576	1860	0.847311827956989
PCa51852	PCa3023	25	1496	1773	0.843767625493514
PCa51852	PCa3023	26	1453	1737	0.836499712147381
PCa51852	PCa3023	27	1414	1684	0.839667458432304
PCa51852	PCa3023	28	1378	1643	0.838709677419355
PCa51852	PCa3023	29	1356	1604	0.845386533665835
PCa51852	PCa3023	30	1320	1579	0.835972134262191
PCa51852	PCa33173	3	4788	6782	0.705986434680035
PCa51852	PCa33173	4	4922	6368	0.772927135678392
PCa51852	PCa33173	5	4742	5764	0.822692574600972
PCa51852	PCa33173	6	4404	5240	0.840458015267176
PCa51852	PCa33173	7	4052	4745	0.853951527924131
PCa51852	PCa33173	8	3713	4278	0.867928938756428
PCa51852	PCa33173	9	3441	3978	0.86500754147813
PCa51852	PCa33173	10	3180	3668	0.866957470010905
PCa51852	PCa33173	11	2935	3410	0.860703812316716
PCa51852	PCa33173	12	2769	3187	0.868842171320992
PCa51852	PCa33173	13	2577	2993	0.861009021049115
PCa51852	PCa33173	14	2443	2834	0.862032462949894
PCa51852	PCa33173	15	2297	2682	0.856450410141685
PCa51852	PCa33173	16	2207	2555	0.863796477495108
PCa51852	PCa33173	17	2085	2439	0.854858548585486
PCa51852	PCa33173	18	1986	2313	0.858625162127108
PCa51852	PCa33173	19	1924	2204	0.872958257713249
PCa51852	PCa33173	20	1814	2116	0.857277882797732
PCa51852	PCa33173	21	1746	2036	0.857563850687623
PCa51852	PCa33173	22	1703	1969	0.864906043676993
PCa51852	PCa33173	23	1636	1910	0.856544502617801
PCa51852	PCa33173	24	1583	1860	0.851075268817204
PCa51852	PCa33173	25	1529	1773	0.862380146644106
PCa51852	PCa33173	26	1480	1737	0.852043753598158
PCa51852	PCa33173	27	1449	1684	0.860451306413302
PCa51852	PCa33173	28	1405	1643	0.855143031040779
PCa51852	PCa33173	29	1367	1604	0.852244389027431
PCa51852	PCa33173	30	1341	1579	0.849271690943635
PCa51852	PCa40507	3	4372	6782	0.64464759657918
PCa51852	PCa40507	4	4700	6368	0.738065326633166
PCa51852	PCa40507	5	4477	5764	0.776717557251908
PCa51852	PCa40507	6	4305	5240	0.821564885496183
PCa51852	PCa40507	7	3994	4745	0.84172813487882
PCa51852	PCa40507	8	3662	4278	0.856007480130902
PCa51852	PCa40507	9	3415	3978	0.858471593765711
PCa51852	PCa40507	10	3210	3668	0.875136314067612
PCa51852	PCa40507	11	2989	3410	0.876539589442815
PCa51852	PCa40507	12	2780	3187	0.872293693128334
PCa51852	PCa40507	13	2576	2993	0.860674908118944
PCa51852	PCa40507	14	2473	2834	0.872618207480593
PCa51852	PCa40507	15	2314	2682	0.862788963460104
PCa51852	PCa40507	16	2233	2555	0.873972602739726
PCa51852	PCa40507	17	2095	2439	0.858958589585896
PCa51852	PCa40507	18	2036	2313	0.880242109814094
PCa51852	PCa40507	19	1967	2204	0.892468239564428
PCa51852	PCa40507	20	1854	2116	0.876181474480151
PCa51852	PCa40507	21	1800	2036	0.884086444007859
PCa51852	PCa40507	22	1744	1969	0.885728796343322
PCa51852	PCa40507	23	1676	1910	0.877486910994765
PCa51852	PCa40507	24	1610	1860	0.865591397849462
PCa51852	PCa40507	25	1567	1773	0.883812746756909
PCa51852	PCa40507	26	1530	1737	0.880829015544041
PCa51852	PCa40507	27	1496	1684	0.888361045130641
PCa51852	PCa40507	28	1442	1643	0.877662811929397
PCa51852	PCa40507	29	1400	1604	0.87281795511222
PCa51852	PCa40507	30	1363	1579	0.863204559848005
PCa53687	PCa56413	3	4751	6932	0.685372186959031
PCa53687	PCa56413	4	4867	6456	0.753872366790582
PCa53687	PCa56413	5	4598	5793	0.793716554462282
PCa53687	PCa56413	6	4212	5205	0.809221902017291
PCa53687	PCa56413	7	3952	4736	0.83445945945946
PCa53687	PCa56413	8	3599	4331	0.830985915492958
PCa53687	PCa56413	9	3313	3955	0.837673830594185
PCa53687	PCa56413	10	3033	3681	0.823960880195599
PCa53687	PCa56413	11	2824	3419	0.825972506580872
PCa53687	PCa56413	12	2634	3219	0.818266542404473
PCa53687	PCa56413	13	2459	3031	0.811283404816892
PCa53687	PCa56413	14	2284	2831	0.806782055810668
PCa53687	PCa56413	15	2179	2695	0.808534322820037
PCa53687	PCa56413	16	2079	2569	0.809264305177112
PCa53687	PCa56413	17	1962	2453	0.799836934366082
PCa53687	PCa56413	18	1859	2328	0.798539518900344
PCa53687	PCa56413	19	1794	2238	0.801608579088472
PCa53687	PCa56413	20	1718	2154	0.797585886722377
PCa53687	PCa56413	21	1667	2082	0.800672430355428
PCa53687	PCa56413	22	1596	2015	0.792059553349876
PCa53687	PCa56413	23	1506	1925	0.782337662337662
PCa53687	PCa56413	24	1469	1874	0.783884738527215
PCa53687	PCa56413	25	1407	1826	0.770536692223439
PCa53687	PCa56413	26	1360	1772	0.767494356659142
PCa53687	PCa56413	27	1319	1723	0.765525246662797
PCa53687	PCa56413	28	1269	1673	0.758517632994621
PCa53687	PCa56413	29	1241	1623	0.764633394947628
PCa53687	PCa56413	30	1216	1596	0.761904761904762
PCa53687	PCa57054	3	4730	6932	0.682342758222735
PCa53687	PCa57054	4	4900	6456	0.758983890954151
PCa53687	PCa57054	5	4648	5793	0.802347660970136
PCa53687	PCa57054	6	4250	5205	0.816522574447647
PCa53687	PCa57054	7	3957	4736	0.835515202702703
PCa53687	PCa57054	8	3636	4331	0.839528977141538
PCa53687	PCa57054	9	3340	3955	0.844500632111252
PCa53687	PCa57054	10	3105	3681	0.843520782396088
PCa53687	PCa57054	11	2903	3419	0.849078677976016
PCa53687	PCa57054	12	2720	3219	0.844982913948431
PCa53687	PCa57054	13	2569	3031	0.847575057736721
PCa53687	PCa57054	14	2360	2831	0.83362769339456
PCa53687	PCa57054	15	2242	2695	0.831910946196661
PCa53687	PCa57054	16	2156	2569	0.839237057220709
PCa53687	PCa57054	17	2051	2453	0.83611903791276
PCa53687	PCa57054	18	1935	2328	0.831185567010309
PCa53687	PCa57054	19	1874	2238	0.837354781054513
PCa53687	PCa57054	20	1810	2154	0.840297121634169
PCa53687	PCa57054	21	1724	2082	0.82804995196926
PCa53687	PCa57054	22	1671	2015	0.829280397022333
PCa53687	PCa57054	23	1588	1925	0.824935064935065
PCa53687	PCa57054	24	1539	1874	0.821237993596585
PCa53687	PCa57054	25	1478	1826	0.809419496166484
PCa53687	PCa57054	26	1445	1772	0.815462753950339
PCa53687	PCa57054	27	1401	1723	0.813116656993616
PCa53687	PCa57054	28	1351	1673	0.807531380753138
PCa53687	PCa57054	29	1316	1623	0.810844115834874
PCa53687	PCa57054	30	1294	1596	0.81077694235589
PCa53687	PCa57294	3	4588	6932	0.661858049624928
PCa53687	PCa57294	4	4791	6456	0.742100371747212
PCa53687	PCa57294	5	4545	5793	0.784567581563957
PCa53687	PCa57294	6	4216	5205	0.809990393852065
PCa53687	PCa57294	7	3943	4736	0.832559121621622
PCa53687	PCa57294	8	3593	4331	0.829600554144539
PCa53687	PCa57294	9	3332	3955	0.842477876106195
PCa53687	PCa57294	10	3102	3681	0.842705786471068
PCa53687	PCa57294	11	2903	3419	0.849078677976016
PCa53687	PCa57294	12	2729	3219	0.847778813296055
PCa53687	PCa57294	13	2565	3031	0.846255361266909
PCa53687	PCa57294	14	2362	2831	0.834334157541505
PCa53687	PCa57294	15	2293	2695	0.850834879406308
PCa53687	PCa57294	16	2167	2569	0.843518878941222
PCa53687	PCa57294	17	2064	2453	0.841418671015084
PCa53687	PCa57294	18	1968	2328	0.845360824742268
PCa53687	PCa57294	19	1893	2238	0.845844504021448
PCa53687	PCa57294	20	1832	2154	0.850510677808728
PCa53687	PCa57294	21	1757	2082	0.843900096061479
PCa53687	PCa57294	22	1703	2015	0.845161290322581
PCa53687	PCa57294	23	1608	1925	0.835324675324675
PCa53687	PCa57294	24	1557	1874	0.830843116328709
PCa53687	PCa57294	25	1505	1826	0.82420591456736
PCa53687	PCa57294	26	1465	1772	0.826749435665914
PCa53687	PCa57294	27	1429	1723	0.829367382472432
PCa53687	PCa57294	28	1385	1673	0.827854154213987
PCa53687	PCa57294	29	1355	1623	0.834873690696242
PCa53687	PCa57294	30	1335	1596	0.836466165413534
PCa53687	PCa58215	3	4812	6932	0.694171956145413
PCa53687	PCa58215	4	5042	6456	0.780978934324659
PCa53687	PCa58215	5	4711	5793	0.813222855170033
PCa53687	PCa58215	6	4331	5205	0.832084534101825
PCa53687	PCa58215	7	4061	4736	0.857474662162162
PCa53687	PCa58215	8	3705	4331	0.855460632648349
PCa53687	PCa58215	9	3387	3955	0.856384323640961
PCa53687	PCa58215	10	3178	3681	0.863352349904917
PCa53687	PCa58215	11	2957	3419	0.864872769815736
PCa53687	PCa58215	12	2772	3219	0.861136999068034
PCa53687	PCa58215	13	2618	3031	0.863741339491917
PCa53687	PCa58215	14	2417	2831	0.85376192158248
PCa53687	PCa58215	15	2302	2695	0.85417439703154
PCa53687	PCa58215	16	2185	2569	0.850525496302063
PCa53687	PCa58215	17	2073	2453	0.845087647778231
PCa53687	PCa58215	18	1973	2328	0.847508591065292
PCa53687	PCa58215	19	1903	2238	0.850312779267203
PCa53687	PCa58215	20	1842	2154	0.855153203342618
PCa53687	PCa58215	21	1761	2082	0.845821325648415
PCa53687	PCa58215	22	1712	2015	0.849627791563276
PCa53687	PCa58215	23	1611	1925	0.836883116883117
PCa53687	PCa58215	24	1559	1874	0.831910352187833
PCa53687	PCa58215	25	1516	1826	0.830230010952903
PCa53687	PCa58215	26	1483	1772	0.836907449209932
PCa53687	PCa58215	27	1450	1723	0.841555426581544
PCa53687	PCa58215	28	1388	1673	0.829647340107591
PCa53687	PCa58215	29	1352	1623	0.833025261860752
PCa53687	PCa58215	30	1320	1596	0.827067669172932
PCa53687	PCa13266	3	4504	6932	0.649740334679746
PCa53687	PCa13266	4	4728	6456	0.732342007434944
PCa53687	PCa13266	5	4422	5793	0.763335059554635
PCa53687	PCa13266	6	4082	5205	0.784245917387128
PCa53687	PCa13266	7	3793	4736	0.800886824324324
PCa53687	PCa13266	8	3441	4331	0.794504733317941
PCa53687	PCa13266	9	3216	3955	0.81314791403287
PCa53687	PCa13266	10	2982	3681	0.810105949470253
PCa53687	PCa13266	11	2761	3419	0.807546066101199
PCa53687	PCa13266	12	2584	3219	0.80273376825101
PCa53687	PCa13266	13	2444	3031	0.806334543055097
PCa53687	PCa13266	14	2261	2831	0.798657718120805
PCa53687	PCa13266	15	2173	2695	0.806307977736549
PCa53687	PCa13266	16	2071	2569	0.806150253016738
PCa53687	PCa13266	17	1979	2453	0.806767223807583
PCa53687	PCa13266	18	1886	2328	0.810137457044674
PCa53687	PCa13266	19	1848	2238	0.82573726541555
PCa53687	PCa13266	20	1774	2154	0.823584029712163
PCa53687	PCa13266	21	1682	2082	0.807877041306436
PCa53687	PCa13266	22	1634	2015	0.810918114143921
PCa53687	PCa13266	23	1567	1925	0.814025974025974
PCa53687	PCa13266	24	1500	1874	0.80042689434365
PCa53687	PCa13266	25	1462	1826	0.80065717415115
PCa53687	PCa13266	26	1412	1772	0.796839729119639
PCa53687	PCa13266	27	1359	1723	0.788740568775392
PCa53687	PCa13266	28	1339	1673	0.800358637178721
PCa53687	PCa13266	29	1310	1623	0.807147258163894
PCa53687	PCa13266	30	1311	1596	0.821428571428571
PCa53687	PCa13848	3	4838	6932	0.697922677437969
PCa53687	PCa13848	4	4914	6456	0.761152416356877
PCa53687	PCa13848	5	4631	5793	0.799413084757466
PCa53687	PCa13848	6	4237	5205	0.81402497598463
PCa53687	PCa13848	7	3948	4736	0.833614864864865
PCa53687	PCa13848	8	3619	4331	0.835603786654352
PCa53687	PCa13848	9	3284	3955	0.830341340075853
PCa53687	PCa13848	10	3054	3681	0.829665851670742
PCa53687	PCa13848	11	2848	3419	0.83299210295408
PCa53687	PCa13848	12	2649	3219	0.822926374650513
PCa53687	PCa13848	13	2490	3031	0.821511052457935
PCa53687	PCa13848	14	2299	2831	0.812080536912752
PCa53687	PCa13848	15	2214	2695	0.82152133580705
PCa53687	PCa13848	16	2103	2569	0.818606461658233
PCa53687	PCa13848	17	1987	2453	0.810028536485936
PCa53687	PCa13848	18	1931	2328	0.82946735395189
PCa53687	PCa13848	19	1861	2238	0.831546023235031
PCa53687	PCa13848	20	1757	2154	0.81569173630455
PCa53687	PCa13848	21	1678	2082	0.805955811719501
PCa53687	PCa13848	22	1635	2015	0.811414392059553
PCa53687	PCa13848	23	1559	1925	0.80987012987013
PCa53687	PCa13848	24	1533	1874	0.81803628601921
PCa53687	PCa13848	25	1473	1826	0.806681270536692
PCa53687	PCa13848	26	1428	1772	0.805869074492099
PCa53687	PCa13848	27	1389	1723	0.806152060359838
PCa53687	PCa13848	28	1332	1673	0.796174536760311
PCa53687	PCa13848	29	1286	1623	0.792359827479975
PCa53687	PCa13848	30	1269	1596	0.795112781954887
PCa53687	PCa14121	3	4446	6932	0.641373341027121
PCa53687	PCa14121	4	4728	6456	0.732342007434944
PCa53687	PCa14121	5	4539	5793	0.783531848783014
PCa53687	PCa14121	6	4195	5205	0.805955811719501
PCa53687	PCa14121	7	3957	4736	0.835515202702703
PCa53687	PCa14121	8	3592	4331	0.82936966058647
PCa53687	PCa14121	9	3327	3955	0.841213653603034
PCa53687	PCa14121	10	3057	3681	0.830480847595762
PCa53687	PCa14121	11	2872	3419	0.840011699327289
PCa53687	PCa14121	12	2676	3219	0.831314072693383
PCa53687	PCa14121	13	2514	3031	0.829429231276806
PCa53687	PCa14121	14	2326	2831	0.821617802896503
PCa53687	PCa14121	15	2228	2695	0.826716141001855
PCa53687	PCa14121	16	2101	2569	0.817827948618139
PCa53687	PCa14121	17	1997	2453	0.814105177333877
PCa53687	PCa14121	18	1913	2328	0.821735395189003
PCa53687	PCa14121	19	1850	2238	0.826630920464701
PCa53687	PCa14121	20	1773	2154	0.823119777158775
PCa53687	PCa14121	21	1692	2082	0.812680115273775
PCa53687	PCa14121	22	1643	2015	0.815384615384615
PCa53687	PCa14121	23	1562	1925	0.811428571428571
PCa53687	PCa14121	24	1506	1874	0.803628601921025
PCa53687	PCa14121	25	1464	1826	0.801752464403067
PCa53687	PCa14121	26	1427	1772	0.805304740406321
PCa53687	PCa14121	27	1371	1723	0.79570516540917
PCa53687	PCa14121	28	1335	1673	0.797967722653915
PCa53687	PCa14121	29	1310	1623	0.807147258163894
PCa53687	PCa14121	30	1281	1596	0.802631578947369
PCa53687	PCa19121	3	4624	6932	0.667051356030006
PCa53687	PCa19121	4	4752	6456	0.736059479553903
PCa53687	PCa19121	5	4567	5793	0.788365268427412
PCa53687	PCa19121	6	4156	5205	0.798463016330452
PCa53687	PCa19121	7	3928	4736	0.829391891891892
PCa53687	PCa19121	8	3608	4331	0.833063957515585
PCa53687	PCa19121	9	3288	3955	0.831352718078382
PCa53687	PCa19121	10	3077	3681	0.835914153762565
PCa53687	PCa19121	11	2895	3419	0.84673881251828
PCa53687	PCa19121	12	2687	3219	0.834731283007145
PCa53687	PCa19121	13	2531	3031	0.835037941273507
PCa53687	PCa19121	14	2362	2831	0.834334157541505
PCa53687	PCa19121	15	2242	2695	0.831910946196661
PCa53687	PCa19121	16	2136	2569	0.831451926819774
PCa53687	PCa19121	17	2040	2453	0.831634732980024
PCa53687	PCa19121	18	1938	2328	0.832474226804124
PCa53687	PCa19121	19	1866	2238	0.833780160857909
PCa53687	PCa19121	20	1787	2154	0.829619312906221
PCa53687	PCa19121	21	1705	2082	0.818924111431316
PCa53687	PCa19121	22	1667	2015	0.827295285359801
PCa53687	PCa19121	23	1583	1925	0.822337662337662
PCa53687	PCa19121	24	1535	1874	0.819103521878335
PCa53687	PCa19121	25	1479	1826	0.809967141292443
PCa53687	PCa19121	26	1430	1772	0.806997742663657
PCa53687	PCa19121	27	1376	1723	0.798607080673244
PCa53687	PCa19121	28	1334	1673	0.797369994022714
PCa53687	PCa19121	29	1310	1623	0.807147258163894
PCa53687	PCa19121	30	1281	1596	0.802631578947369
PCa53687	PCa3023	3	4836	6932	0.697634160415465
PCa53687	PCa3023	4	4952	6456	0.767038413878563
PCa53687	PCa3023	5	4651	5793	0.802865527360608
PCa53687	PCa3023	6	4218	5205	0.810374639769453
PCa53687	PCa3023	7	3926	4736	0.828969594594595
PCa53687	PCa3023	8	3565	4331	0.823135534518587
PCa53687	PCa3023	9	3328	3955	0.841466498103666
PCa53687	PCa3023	10	3069	3681	0.833740831295844
PCa53687	PCa3023	11	2866	3419	0.838256800233987
PCa53687	PCa3023	12	2683	3219	0.833488661074868
PCa53687	PCa3023	13	2515	3031	0.829759155394259
PCa53687	PCa3023	14	2330	2831	0.823030731190392
PCa53687	PCa3023	15	2218	2695	0.823005565862709
PCa53687	PCa3023	16	2121	2569	0.825613079019074
PCa53687	PCa3023	17	2005	2453	0.81736649001223
PCa53687	PCa3023	18	1887	2328	0.810567010309278
PCa53687	PCa3023	19	1809	2238	0.808310991957105
PCa53687	PCa3023	20	1728	2154	0.802228412256267
PCa53687	PCa3023	21	1643	2082	0.789145052833814
PCa53687	PCa3023	22	1590	2015	0.789081885856079
PCa53687	PCa3023	23	1520	1925	0.78961038961039
PCa53687	PCa3023	24	1469	1874	0.783884738527215
PCa53687	PCa3023	25	1414	1826	0.774370208105148
PCa53687	PCa3023	26	1381	1772	0.779345372460497
PCa53687	PCa3023	27	1341	1723	0.778293673824724
PCa53687	PCa3023	28	1284	1673	0.767483562462642
PCa53687	PCa3023	29	1270	1623	0.782501540357363
PCa53687	PCa3023	30	1242	1596	0.778195488721805
PCa53687	PCa33173	3	4749	6932	0.685083669936526
PCa53687	PCa33173	4	4928	6456	0.763320941759604
PCa53687	PCa33173	5	4697	5793	0.810806145347834
PCa53687	PCa33173	6	4267	5205	0.819788664745437
PCa53687	PCa33173	7	3909	4736	0.825380067567568
PCa53687	PCa33173	8	3585	4331	0.827753405679982
PCa53687	PCa33173	9	3316	3955	0.838432364096081
PCa53687	PCa33173	10	3048	3681	0.828035859820701
PCa53687	PCa33173	11	2842	3419	0.831237203860778
PCa53687	PCa33173	12	2683	3219	0.833488661074868
PCa53687	PCa33173	13	2506	3031	0.826789838337182
PCa53687	PCa33173	14	2323	2831	0.820558106676086
PCa53687	PCa33173	15	2206	2695	0.818552875695733
PCa53687	PCa33173	16	2102	2569	0.818217205138186
PCa53687	PCa33173	17	2004	2453	0.816958825927436
PCa53687	PCa33173	18	1900	2328	0.816151202749141
PCa53687	PCa33173	19	1846	2238	0.824843610366399
PCa53687	PCa33173	20	1770	2154	0.821727019498607
PCa53687	PCa33173	21	1697	2082	0.815081652257445
PCa53687	PCa33173	22	1645	2015	0.816377171215881
PCa53687	PCa33173	23	1554	1925	0.807272727272727
PCa53687	PCa33173	24	1513	1874	0.807363927427962
PCa53687	PCa33173	25	1457	1826	0.797918948521358
PCa53687	PCa33173	26	1420	1772	0.801354401805869
PCa53687	PCa33173	27	1360	1723	0.789320951828207
PCa53687	PCa33173	28	1317	1673	0.787208607292289
PCa53687	PCa33173	29	1288	1623	0.793592113370302
PCa53687	PCa33173	30	1289	1596	0.807644110275689
PCa53687	PCa40507	3	4315	6932	0.622475476053087
PCa53687	PCa40507	4	4628	6456	0.716852540272615
PCa53687	PCa40507	5	4433	5793	0.765233902986363
PCa53687	PCa40507	6	4120	5205	0.791546589817483
PCa53687	PCa40507	7	3859	4736	0.814822635135135
PCa53687	PCa40507	8	3574	4331	0.825213576541215
PCa53687	PCa40507	9	3283	3955	0.830088495575221
PCa53687	PCa40507	10	3066	3681	0.832925835370823
PCa53687	PCa40507	11	2878	3419	0.841766598420591
PCa53687	PCa40507	12	2668	3219	0.828828828828829
PCa53687	PCa40507	13	2501	3031	0.825140217749918
PCa53687	PCa40507	14	2328	2831	0.822324267043448
PCa53687	PCa40507	15	2207	2695	0.818923933209648
PCa53687	PCa40507	16	2114	2569	0.822888283378747
PCa53687	PCa40507	17	2005	2453	0.81736649001223
PCa53687	PCa40507	18	1922	2328	0.825601374570447
PCa53687	PCa40507	19	1848	2238	0.82573726541555
PCa53687	PCa40507	20	1802	2154	0.836583101207057
PCa53687	PCa40507	21	1709	2082	0.820845341018252
PCa53687	PCa40507	22	1663	2015	0.82531017369727
PCa53687	PCa40507	23	1583	1925	0.822337662337662
PCa53687	PCa40507	24	1534	1874	0.818569903948773
PCa53687	PCa40507	25	1488	1826	0.814895947426068
PCa53687	PCa40507	26	1450	1772	0.818284424379233
PCa53687	PCa40507	27	1404	1723	0.81485780615206
PCa53687	PCa40507	28	1363	1673	0.814704124327555
PCa53687	PCa40507	29	1337	1623	0.823783117683303
PCa53687	PCa40507	30	1290	1596	0.808270676691729
PCa53687	PCa51852	3	4411	6932	0.636324293133295
PCa53687	PCa51852	4	4691	6456	0.726610904584882
PCa53687	PCa51852	5	4470	5793	0.771620921802175
PCa53687	PCa51852	6	4188	5205	0.804610951008646
PCa53687	PCa51852	7	3893	4736	0.822001689189189
PCa53687	PCa51852	8	3595	4331	0.830062341260679
PCa53687	PCa51852	9	3324	3955	0.840455120101138
PCa53687	PCa51852	10	3087	3681	0.838630806845966
PCa53687	PCa51852	11	2871	3419	0.839719216145072
PCa53687	PCa51852	12	2688	3219	0.835041938490214
PCa53687	PCa51852	13	2510	3031	0.828109534806994
PCa53687	PCa51852	14	2364	2831	0.835040621688449
PCa53687	PCa51852	15	2239	2695	0.830797773654916
